r_x,f,t,y,m,r_y,l,r,ProductionByTechnologyByMode
RE1,WTRSUR,LNDBRLHI,2023,1,RE1,S22,RE1,0.0047
RE1,WTRSUR,LNDBRLHI,2024,1,RE1,S22,RE1,0.0045
RE1,WTRSUR,LNDBRLHI,2025,1,RE1,S22,RE1,0.0043
RE1,WTRSUR,LNDBRLHI,2026,1,RE1,S22,RE1,0.0042
RE1,WTRSUR,LNDBRLHI,2027,1,RE1,S22,RE1,0.004
RE1,WTRSUR,LNDBRLHI,2028,1,RE1,S22,RE1,0.0039
RE1,WTRSUR,LNDBRLHI,2029,1,RE1,S22,RE1,0.0037
RE1,WTRSUR,LNDBRLHI,2030,1,RE1,S22,RE1,0.0035
RE1,WTRSUR,LNDBRLHI,2031,1,RE1,S22,RE1,0.0034
RE1,WTRSUR,LNDBRLHI,2032,1,RE1,S22,RE1,0.0032
RE1,WTRSUR,LNDBRLHI,2033,1,RE1,S22,RE1,0.0031
RE1,WTRSUR,LNDBRLHI,2034,1,RE1,S22,RE1,0.003
RE1,WTRSUR,LNDBRLHI,2035,1,RE1,S22,RE1,0.0031
RE1,WTRSUR,LNDBRLHI,2036,1,RE1,S22,RE1,0.0031
RE1,WTRSUR,LNDBRLHI,2037,1,RE1,S22,RE1,0.0031
RE1,WTRSUR,LNDBRLHI,2038,1,RE1,S22,RE1,0.0032
RE1,WTRSUR,LNDBRLHI,2039,1,RE1,S22,RE1,0.0032
RE1,WTRSUR,LNDBRLHI,2040,1,RE1,S22,RE1,0.0032
RE1,WTRSUR,LNDBRLHI,2041,1,RE1,S22,RE1,0.0032
RE1,WTRSUR,LNDBRLHI,2042,1,RE1,S22,RE1,0.0033
RE1,WTRSUR,LNDBRLHI,2043,1,RE1,S22,RE1,0.0033
RE1,WTRSUR,LNDBRLHI,2044,1,RE1,S22,RE1,0.0033
RE1,WTRSUR,LNDBRLHI,2045,1,RE1,S22,RE1,0.0034
RE1,WTRSUR,LNDBRLHI,2046,1,RE1,S22,RE1,0.0034
RE1,WTRSUR,LNDBRLHI,2047,1,RE1,S22,RE1,0.0034
RE1,WTRSUR,LNDBRLHI,2048,1,RE1,S22,RE1,0.0035
RE1,WTRSUR,LNDBRLHI,2049,1,RE1,S22,RE1,0.0035
RE1,WTRSUR,LNDBRLHI,2050,1,RE1,S22,RE1,0.0036
RE1,CRPBRL,LNDBRLHR,2020,1,RE1,S22,RE1,0.0557
RE1,CRPBRL,LNDBRLHR,2021,1,RE1,S22,RE1,0.0563
RE1,CRPBRL,LNDBRLHR,2022,1,RE1,S22,RE1,0.0569
RE1,CRPBRL,LNDBRLHR,2023,1,RE1,S22,RE1,0.0575
RE1,CRPBRL,LNDBRLHR,2024,1,RE1,S22,RE1,0.058
RE1,CRPBRL,LNDBRLHR,2025,1,RE1,S22,RE1,0.0586
RE1,CRPBRL,LNDBRLHR,2026,1,RE1,S22,RE1,0.0592
RE1,CRPBRL,LNDBRLHR,2027,1,RE1,S22,RE1,0.0598
RE1,CRPBRL,LNDBRLHR,2028,1,RE1,S22,RE1,0.0604
RE1,CRPBRL,LNDBRLHR,2029,1,RE1,S22,RE1,0.061
RE1,CRPBRL,LNDBRLHR,2030,1,RE1,S22,RE1,0.0616
RE1,CRPBRL,LNDBRLHR,2031,1,RE1,S22,RE1,0.0622
RE1,CRPBRL,LNDBRLHR,2032,1,RE1,S22,RE1,0.0628
RE1,CRPBRL,LNDBRLHR,2033,1,RE1,S22,RE1,0.0635
RE1,CRPBRL,LNDBRLHR,2034,1,RE1,S22,RE1,0.0641
RE1,CRPBRL,LNDBRLHR,2035,1,RE1,S22,RE1,0.0647
RE1,CRPBRL,LNDBRLHR,2036,1,RE1,S22,RE1,0.0654
RE1,CRPBRL,LNDBRLHR,2037,1,RE1,S22,RE1,0.066
RE1,CRPBRL,LNDBRLHR,2038,1,RE1,S22,RE1,0.0667
RE1,CRPBRL,LNDBRLHR,2039,1,RE1,S22,RE1,0.0674
RE1,CRPBRL,LNDBRLHR,2040,1,RE1,S22,RE1,0.0681
RE1,CRPBRL,LNDBRLHR,2041,1,RE1,S22,RE1,0.0687
RE1,CRPBRL,LNDBRLHR,2042,1,RE1,S22,RE1,0.0694
RE1,CRPBRL,LNDBRLHR,2043,1,RE1,S22,RE1,0.0701
RE1,CRPBRL,LNDBRLHR,2044,1,RE1,S22,RE1,0.0708
RE1,CRPBRL,LNDBRLHR,2045,1,RE1,S22,RE1,0.0715
RE1,CRPBRL,LNDBRLHR,2046,1,RE1,S22,RE1,0.0722
RE1,CRPBRL,LNDBRLHR,2047,1,RE1,S22,RE1,0.073
RE1,CRPBRL,LNDBRLHR,2048,1,RE1,S22,RE1,0.0737
RE1,CRPBRL,LNDBRLHR,2049,1,RE1,S22,RE1,0.0744
RE1,CRPBRL,LNDBRLHR,2050,1,RE1,S22,RE1,0.0752
RE1,WTREVT,LNDBRLHR,2020,1,RE1,S22,RE1,0.0309
RE1,WTREVT,LNDBRLHR,2021,1,RE1,S22,RE1,0.0312
RE1,WTREVT,LNDBRLHR,2022,1,RE1,S22,RE1,0.0315
RE1,WTREVT,LNDBRLHR,2023,1,RE1,S22,RE1,0.0318
RE1,WTREVT,LNDBRLHR,2024,1,RE1,S22,RE1,0.0321
RE1,WTREVT,LNDBRLHR,2025,1,RE1,S22,RE1,0.0325
RE1,WTREVT,LNDBRLHR,2026,1,RE1,S22,RE1,0.0328
RE1,WTREVT,LNDBRLHR,2027,1,RE1,S22,RE1,0.0331
RE1,WTREVT,LNDBRLHR,2028,1,RE1,S22,RE1,0.0334
RE1,WTREVT,LNDBRLHR,2029,1,RE1,S22,RE1,0.0338
RE1,WTREVT,LNDBRLHR,2030,1,RE1,S22,RE1,0.0341
RE1,WTREVT,LNDBRLHR,2031,1,RE1,S22,RE1,0.0344
RE1,WTREVT,LNDBRLHR,2032,1,RE1,S22,RE1,0.0348
RE1,WTREVT,LNDBRLHR,2033,1,RE1,S22,RE1,0.0351
RE1,WTREVT,LNDBRLHR,2034,1,RE1,S22,RE1,0.0355
RE1,WTREVT,LNDBRLHR,2035,1,RE1,S22,RE1,0.0358
RE1,WTREVT,LNDBRLHR,2036,1,RE1,S22,RE1,0.0362
RE1,WTREVT,LNDBRLHR,2037,1,RE1,S22,RE1,0.0366
RE1,WTREVT,LNDBRLHR,2038,1,RE1,S22,RE1,0.0369
RE1,WTREVT,LNDBRLHR,2039,1,RE1,S22,RE1,0.0373
RE1,WTREVT,LNDBRLHR,2040,1,RE1,S22,RE1,0.0377
RE1,WTREVT,LNDBRLHR,2041,1,RE1,S22,RE1,0.0381
RE1,WTREVT,LNDBRLHR,2042,1,RE1,S22,RE1,0.0384
RE1,WTREVT,LNDBRLHR,2043,1,RE1,S22,RE1,0.0388
RE1,WTREVT,LNDBRLHR,2044,1,RE1,S22,RE1,0.0392
RE1,WTREVT,LNDBRLHR,2045,1,RE1,S22,RE1,0.0396
RE1,WTREVT,LNDBRLHR,2046,1,RE1,S22,RE1,0.04
RE1,WTREVT,LNDBRLHR,2047,1,RE1,S22,RE1,0.0404
RE1,WTREVT,LNDBRLHR,2048,1,RE1,S22,RE1,0.0408
RE1,WTREVT,LNDBRLHR,2049,1,RE1,S22,RE1,0.0412
RE1,WTREVT,LNDBRLHR,2050,1,RE1,S22,RE1,0.0416
RE1,WTRGWT,LNDBRLHR,2020,1,RE1,S22,RE1,0.0037
RE1,WTRGWT,LNDBRLHR,2021,1,RE1,S22,RE1,0.0038
RE1,WTRGWT,LNDBRLHR,2022,1,RE1,S22,RE1,0.0038
RE1,WTRGWT,LNDBRLHR,2023,1,RE1,S22,RE1,0.0039
RE1,WTRGWT,LNDBRLHR,2024,1,RE1,S22,RE1,0.0039
RE1,WTRGWT,LNDBRLHR,2025,1,RE1,S22,RE1,0.0039
RE1,WTRGWT,LNDBRLHR,2026,1,RE1,S22,RE1,0.004
RE1,WTRGWT,LNDBRLHR,2027,1,RE1,S22,RE1,0.004
RE1,WTRGWT,LNDBRLHR,2028,1,RE1,S22,RE1,0.0041
RE1,WTRGWT,LNDBRLHR,2029,1,RE1,S22,RE1,0.0041
RE1,WTRGWT,LNDBRLHR,2030,1,RE1,S22,RE1,0.0041
RE1,WTRGWT,LNDBRLHR,2031,1,RE1,S22,RE1,0.0042
RE1,WTRGWT,LNDBRLHR,2032,1,RE1,S22,RE1,0.0042
RE1,WTRGWT,LNDBRLHR,2033,1,RE1,S22,RE1,0.0043
RE1,WTRGWT,LNDBRLHR,2034,1,RE1,S22,RE1,0.0043
RE1,WTRGWT,LNDBRLHR,2035,1,RE1,S22,RE1,0.0043
RE1,WTRGWT,LNDBRLHR,2036,1,RE1,S22,RE1,0.0044
RE1,WTRGWT,LNDBRLHR,2037,1,RE1,S22,RE1,0.0044
RE1,WTRGWT,LNDBRLHR,2038,1,RE1,S22,RE1,0.0045
RE1,WTRGWT,LNDBRLHR,2039,1,RE1,S22,RE1,0.0045
RE1,WTRGWT,LNDBRLHR,2040,1,RE1,S22,RE1,0.0046
RE1,WTRGWT,LNDBRLHR,2041,1,RE1,S22,RE1,0.0046
RE1,WTRGWT,LNDBRLHR,2042,1,RE1,S22,RE1,0.0047
RE1,WTRGWT,LNDBRLHR,2043,1,RE1,S22,RE1,0.0047
RE1,WTRGWT,LNDBRLHR,2044,1,RE1,S22,RE1,0.0047
RE1,WTRGWT,LNDBRLHR,2045,1,RE1,S22,RE1,0.0048
RE1,WTRGWT,LNDBRLHR,2046,1,RE1,S22,RE1,0.0048
RE1,WTRGWT,LNDBRLHR,2047,1,RE1,S22,RE1,0.0049
RE1,WTRGWT,LNDBRLHR,2048,1,RE1,S22,RE1,0.0049
RE1,WTRGWT,LNDBRLHR,2049,1,RE1,S22,RE1,0.005
RE1,WTRGWT,LNDBRLHR,2050,1,RE1,S22,RE1,0.005
RE1,WTRSUR,LNDBRLHR,2020,1,RE1,S22,RE1,0.0901
RE1,WTRSUR,LNDBRLHR,2021,1,RE1,S22,RE1,0.091
RE1,WTRSUR,LNDBRLHR,2022,1,RE1,S22,RE1,0.0919
RE1,WTRSUR,LNDBRLHR,2023,1,RE1,S22,RE1,0.0928
RE1,WTRSUR,LNDBRLHR,2024,1,RE1,S22,RE1,0.0937
RE1,WTRSUR,LNDBRLHR,2025,1,RE1,S22,RE1,0.0947
RE1,WTRSUR,LNDBRLHR,2026,1,RE1,S22,RE1,0.0956
RE1,WTRSUR,LNDBRLHR,2027,1,RE1,S22,RE1,0.0966
RE1,WTRSUR,LNDBRLHR,2028,1,RE1,S22,RE1,0.0975
RE1,WTRSUR,LNDBRLHR,2029,1,RE1,S22,RE1,0.0985
RE1,WTRSUR,LNDBRLHR,2030,1,RE1,S22,RE1,0.0995
RE1,WTRSUR,LNDBRLHR,2031,1,RE1,S22,RE1,0.1005
RE1,WTRSUR,LNDBRLHR,2032,1,RE1,S22,RE1,0.1015
RE1,WTRSUR,LNDBRLHR,2033,1,RE1,S22,RE1,0.1025
RE1,WTRSUR,LNDBRLHR,2034,1,RE1,S22,RE1,0.1035
RE1,WTRSUR,LNDBRLHR,2035,1,RE1,S22,RE1,0.1046
RE1,WTRSUR,LNDBRLHR,2036,1,RE1,S22,RE1,0.1056
RE1,WTRSUR,LNDBRLHR,2037,1,RE1,S22,RE1,0.1067
RE1,WTRSUR,LNDBRLHR,2038,1,RE1,S22,RE1,0.1077
RE1,WTRSUR,LNDBRLHR,2039,1,RE1,S22,RE1,0.1088
RE1,WTRSUR,LNDBRLHR,2040,1,RE1,S22,RE1,0.1099
RE1,WTRSUR,LNDBRLHR,2041,1,RE1,S22,RE1,0.111
RE1,WTRSUR,LNDBRLHR,2042,1,RE1,S22,RE1,0.1121
RE1,WTRSUR,LNDBRLHR,2043,1,RE1,S22,RE1,0.1132
RE1,WTRSUR,LNDBRLHR,2044,1,RE1,S22,RE1,0.1144
RE1,WTRSUR,LNDBRLHR,2045,1,RE1,S22,RE1,0.1155
RE1,WTRSUR,LNDBRLHR,2046,1,RE1,S22,RE1,0.1167
RE1,WTRSUR,LNDBRLHR,2047,1,RE1,S22,RE1,0.1178
RE1,WTRSUR,LNDBRLHR,2048,1,RE1,S22,RE1,0.119
RE1,WTRSUR,LNDBRLHR,2049,1,RE1,S22,RE1,0.1202
RE1,WTRSUR,LNDBRLHR,2050,1,RE1,S22,RE1,0.1214
RE1,CRPBRL,LNDBRLLI,2020,1,RE1,S22,RE1,0.0084
RE1,CRPBRL,LNDBRLLI,2021,1,RE1,S22,RE1,0.0145
RE1,CRPBRL,LNDBRLLI,2022,1,RE1,S22,RE1,0.0047
RE1,CRPBRL,LNDBRLLI,2023,1,RE1,S22,RE1,0.0137
RE1,CRPBRL,LNDBRLLI,2024,1,RE1,S22,RE1,0.0132
RE1,CRPBRL,LNDBRLLI,2025,1,RE1,S22,RE1,0.0127
RE1,CRPBRL,LNDBRLLI,2026,1,RE1,S22,RE1,0.0122
RE1,CRPBRL,LNDBRLLI,2027,1,RE1,S22,RE1,0.0118
RE1,CRPBRL,LNDBRLLI,2028,1,RE1,S22,RE1,0.012
RE1,CRPBRL,LNDBRLLI,2029,1,RE1,S22,RE1,0.0156
RE1,CRPBRL,LNDBRLLI,2030,1,RE1,S22,RE1,0.0233
RE1,CRPBRL,LNDBRLLI,2031,1,RE1,S22,RE1,0.035
RE1,CRPBRL,LNDBRLLI,2032,1,RE1,S22,RE1,0.0525
RE1,CRPBRL,LNDBRLLI,2033,1,RE1,S22,RE1,0.0788
RE1,CRPBRL,LNDBRLLI,2034,1,RE1,S22,RE1,0.1086
RE1,CRPBRL,LNDBRLLI,2035,1,RE1,S22,RE1,0.1384
RE1,CRPBRL,LNDBRLLI,2036,1,RE1,S22,RE1,0.1714
RE1,CRPBRL,LNDBRLLI,2037,1,RE1,S22,RE1,0.2274
RE1,CRPBRL,LNDBRLLI,2038,1,RE1,S22,RE1,0.2791
RE1,CRPBRL,LNDBRLLI,2039,1,RE1,S22,RE1,0.3371
RE1,CRPBRL,LNDBRLLI,2040,1,RE1,S22,RE1,0.3823
RE1,CRPBRL,LNDBRLLI,2041,1,RE1,S22,RE1,0.4286
RE1,CRPBRL,LNDBRLLI,2042,1,RE1,S22,RE1,0.4731
RE1,CRPBRL,LNDBRLLI,2043,1,RE1,S22,RE1,0.5169
RE1,CRPBRL,LNDBRLLI,2044,1,RE1,S22,RE1,0.5672
RE1,CRPBRL,LNDBRLLI,2045,1,RE1,S22,RE1,0.6103
RE1,CRPBRL,LNDBRLLI,2046,1,RE1,S22,RE1,0.6478
RE1,CRPBRL,LNDBRLLI,2047,1,RE1,S22,RE1,0.6786
RE1,CRPBRL,LNDBRLLI,2048,1,RE1,S22,RE1,0.6999
RE1,CRPBRL,LNDBRLLI,2049,1,RE1,S22,RE1,0.7196
RE1,CRPBRL,LNDBRLLI,2050,1,RE1,S22,RE1,0.7396
RE1,WTREVT,LNDBRLLI,2020,1,RE1,S22,RE1,0.0077
RE1,WTREVT,LNDBRLLI,2021,1,RE1,S22,RE1,0.0133
RE1,WTREVT,LNDBRLLI,2022,1,RE1,S22,RE1,0.0043
RE1,WTREVT,LNDBRLLI,2023,1,RE1,S22,RE1,0.0126
RE1,WTREVT,LNDBRLLI,2024,1,RE1,S22,RE1,0.0122
RE1,WTREVT,LNDBRLLI,2025,1,RE1,S22,RE1,0.0117
RE1,WTREVT,LNDBRLLI,2026,1,RE1,S22,RE1,0.0113
RE1,WTREVT,LNDBRLLI,2027,1,RE1,S22,RE1,0.0109
RE1,WTREVT,LNDBRLLI,2028,1,RE1,S22,RE1,0.011
RE1,WTREVT,LNDBRLLI,2029,1,RE1,S22,RE1,0.0143
RE1,WTREVT,LNDBRLLI,2030,1,RE1,S22,RE1,0.0215
RE1,WTREVT,LNDBRLLI,2031,1,RE1,S22,RE1,0.0323
RE1,WTREVT,LNDBRLLI,2032,1,RE1,S22,RE1,0.0484
RE1,WTREVT,LNDBRLLI,2033,1,RE1,S22,RE1,0.0726
RE1,WTREVT,LNDBRLLI,2034,1,RE1,S22,RE1,0.1001
RE1,WTREVT,LNDBRLLI,2035,1,RE1,S22,RE1,0.1275
RE1,WTREVT,LNDBRLLI,2036,1,RE1,S22,RE1,0.1579
RE1,WTREVT,LNDBRLLI,2037,1,RE1,S22,RE1,0.2094
RE1,WTREVT,LNDBRLLI,2038,1,RE1,S22,RE1,0.2571
RE1,WTREVT,LNDBRLLI,2039,1,RE1,S22,RE1,0.3104
RE1,WTREVT,LNDBRLLI,2040,1,RE1,S22,RE1,0.3521
RE1,WTREVT,LNDBRLLI,2041,1,RE1,S22,RE1,0.3947
RE1,WTREVT,LNDBRLLI,2042,1,RE1,S22,RE1,0.4358
RE1,WTREVT,LNDBRLLI,2043,1,RE1,S22,RE1,0.476
RE1,WTREVT,LNDBRLLI,2044,1,RE1,S22,RE1,0.5224
RE1,WTREVT,LNDBRLLI,2045,1,RE1,S22,RE1,0.562
RE1,WTREVT,LNDBRLLI,2046,1,RE1,S22,RE1,0.5966
RE1,WTREVT,LNDBRLLI,2047,1,RE1,S22,RE1,0.6249
RE1,WTREVT,LNDBRLLI,2048,1,RE1,S22,RE1,0.6446
RE1,WTREVT,LNDBRLLI,2049,1,RE1,S22,RE1,0.6627
RE1,WTREVT,LNDBRLLI,2050,1,RE1,S22,RE1,0.6812
RE1,WTRGWT,LNDBRLLI,2020,1,RE1,S22,RE1,0.0014
RE1,WTRGWT,LNDBRLLI,2021,1,RE1,S22,RE1,0.0025
RE1,WTRGWT,LNDBRLLI,2022,1,RE1,S22,RE1,0.0008
RE1,WTRGWT,LNDBRLLI,2023,1,RE1,S22,RE1,0.0023
RE1,WTRGWT,LNDBRLLI,2024,1,RE1,S22,RE1,0.0023
RE1,WTRGWT,LNDBRLLI,2025,1,RE1,S22,RE1,0.0022
RE1,WTRGWT,LNDBRLLI,2026,1,RE1,S22,RE1,0.0021
RE1,WTRGWT,LNDBRLLI,2027,1,RE1,S22,RE1,0.002
RE1,WTRGWT,LNDBRLLI,2028,1,RE1,S22,RE1,0.002
RE1,WTRGWT,LNDBRLLI,2029,1,RE1,S22,RE1,0.0027
RE1,WTRGWT,LNDBRLLI,2030,1,RE1,S22,RE1,0.004
RE1,WTRGWT,LNDBRLLI,2031,1,RE1,S22,RE1,0.006
RE1,WTRGWT,LNDBRLLI,2032,1,RE1,S22,RE1,0.009
RE1,WTRGWT,LNDBRLLI,2033,1,RE1,S22,RE1,0.0135
RE1,WTRGWT,LNDBRLLI,2034,1,RE1,S22,RE1,0.0185
RE1,WTRGWT,LNDBRLLI,2035,1,RE1,S22,RE1,0.0236
RE1,WTRGWT,LNDBRLLI,2036,1,RE1,S22,RE1,0.0293
RE1,WTRGWT,LNDBRLLI,2037,1,RE1,S22,RE1,0.0388
RE1,WTRGWT,LNDBRLLI,2038,1,RE1,S22,RE1,0.0476
RE1,WTRGWT,LNDBRLLI,2039,1,RE1,S22,RE1,0.0575
RE1,WTRGWT,LNDBRLLI,2040,1,RE1,S22,RE1,0.0653
RE1,WTRGWT,LNDBRLLI,2041,1,RE1,S22,RE1,0.0732
RE1,WTRGWT,LNDBRLLI,2042,1,RE1,S22,RE1,0.0808
RE1,WTRGWT,LNDBRLLI,2043,1,RE1,S22,RE1,0.0882
RE1,WTRGWT,LNDBRLLI,2044,1,RE1,S22,RE1,0.0968
RE1,WTRGWT,LNDBRLLI,2045,1,RE1,S22,RE1,0.1042
RE1,WTRGWT,LNDBRLLI,2046,1,RE1,S22,RE1,0.1106
RE1,WTRGWT,LNDBRLLI,2047,1,RE1,S22,RE1,0.1158
RE1,WTRGWT,LNDBRLLI,2048,1,RE1,S22,RE1,0.1195
RE1,WTRGWT,LNDBRLLI,2049,1,RE1,S22,RE1,0.1228
RE1,WTRGWT,LNDBRLLI,2050,1,RE1,S22,RE1,0.1262
RE1,WTRSUR,LNDBRLLI,2020,1,RE1,S22,RE1,0.0246
RE1,WTRSUR,LNDBRLLI,2021,1,RE1,S22,RE1,0.0426
RE1,WTRSUR,LNDBRLLI,2022,1,RE1,S22,RE1,0.0138
RE1,WTRSUR,LNDBRLLI,2023,1,RE1,S22,RE1,0.0403
RE1,WTRSUR,LNDBRLLI,2024,1,RE1,S22,RE1,0.0389
RE1,WTRSUR,LNDBRLLI,2025,1,RE1,S22,RE1,0.0375
RE1,WTRSUR,LNDBRLLI,2026,1,RE1,S22,RE1,0.036
RE1,WTRSUR,LNDBRLLI,2027,1,RE1,S22,RE1,0.0347
RE1,WTRSUR,LNDBRLLI,2028,1,RE1,S22,RE1,0.0352
RE1,WTRSUR,LNDBRLLI,2029,1,RE1,S22,RE1,0.0458
RE1,WTRSUR,LNDBRLLI,2030,1,RE1,S22,RE1,0.0687
RE1,WTRSUR,LNDBRLLI,2031,1,RE1,S22,RE1,0.1031
RE1,WTRSUR,LNDBRLLI,2032,1,RE1,S22,RE1,0.1546
RE1,WTRSUR,LNDBRLLI,2033,1,RE1,S22,RE1,0.2319
RE1,WTRSUR,LNDBRLLI,2034,1,RE1,S22,RE1,0.3198
RE1,WTRSUR,LNDBRLLI,2035,1,RE1,S22,RE1,0.4074
RE1,WTRSUR,LNDBRLLI,2036,1,RE1,S22,RE1,0.5045
RE1,WTRSUR,LNDBRLLI,2037,1,RE1,S22,RE1,0.6693
RE1,WTRSUR,LNDBRLLI,2038,1,RE1,S22,RE1,0.8215
RE1,WTRSUR,LNDBRLLI,2039,1,RE1,S22,RE1,0.9921
RE1,WTRSUR,LNDBRLLI,2040,1,RE1,S22,RE1,1.1252
RE1,WTRSUR,LNDBRLLI,2041,1,RE1,S22,RE1,1.2615
RE1,WTRSUR,LNDBRLLI,2042,1,RE1,S22,RE1,1.3927
RE1,WTRSUR,LNDBRLLI,2043,1,RE1,S22,RE1,1.5213
RE1,WTRSUR,LNDBRLLI,2044,1,RE1,S22,RE1,1.6696
RE1,WTRSUR,LNDBRLLI,2045,1,RE1,S22,RE1,1.7963
RE1,WTRSUR,LNDBRLLI,2046,1,RE1,S22,RE1,1.9067
RE1,WTRSUR,LNDBRLLI,2047,1,RE1,S22,RE1,1.9973
RE1,WTRSUR,LNDBRLLI,2048,1,RE1,S22,RE1,2.0601
RE1,WTRSUR,LNDBRLLI,2049,1,RE1,S22,RE1,2.118
RE1,WTRSUR,LNDBRLLI,2050,1,RE1,S22,RE1,2.177
RE1,CRPBRL,LNDBRLLR,2020,1,RE1,S22,RE1,0.296
RE1,CRPBRL,LNDBRLLR,2021,1,RE1,S22,RE1,0.2808
RE1,CRPBRL,LNDBRLLR,2022,1,RE1,S22,RE1,0.2907
RE1,CRPBRL,LNDBRLLR,2023,1,RE1,S22,RE1,0.3008
RE1,CRPBRL,LNDBRLLR,2024,1,RE1,S22,RE1,0.3111
RE1,CRPBRL,LNDBRLLR,2025,1,RE1,S22,RE1,0.3222
RE1,CRPBRL,LNDBRLLR,2026,1,RE1,S22,RE1,0.3332
RE1,CRPBRL,LNDBRLLR,2027,1,RE1,S22,RE1,0.3436
RE1,CRPBRL,LNDBRLLR,2028,1,RE1,S22,RE1,0.3524
RE1,CRPBRL,LNDBRLLR,2029,1,RE1,S22,RE1,0.3614
RE1,CRPBRL,LNDBRLLR,2030,1,RE1,S22,RE1,0.3665
RE1,CRPBRL,LNDBRLLR,2031,1,RE1,S22,RE1,0.368
RE1,CRPBRL,LNDBRLLR,2032,1,RE1,S22,RE1,0.3639
RE1,CRPBRL,LNDBRLLR,2033,1,RE1,S22,RE1,0.3514
RE1,CRPBRL,LNDBRLLR,2034,1,RE1,S22,RE1,0.3363
RE1,CRPBRL,LNDBRLLR,2035,1,RE1,S22,RE1,0.3215
RE1,CRPBRL,LNDBRLLR,2036,1,RE1,S22,RE1,0.3038
RE1,CRPBRL,LNDBRLLR,2037,1,RE1,S22,RE1,0.2633
RE1,CRPBRL,LNDBRLLR,2038,1,RE1,S22,RE1,0.2275
RE1,CRPBRL,LNDBRLLR,2039,1,RE1,S22,RE1,0.187
RE1,CRPBRL,LNDBRLLR,2040,1,RE1,S22,RE1,0.1593
RE1,CRPBRL,LNDBRLLR,2041,1,RE1,S22,RE1,0.1308
RE1,CRPBRL,LNDBRLLR,2042,1,RE1,S22,RE1,0.1043
RE1,CRPBRL,LNDBRLLR,2043,1,RE1,S22,RE1,0.0788
RE1,CRPBRL,LNDBRLLR,2044,1,RE1,S22,RE1,0.0529
RE1,CRPBRL,LNDBRLLR,2045,1,RE1,S22,RE1,0.0311
RE1,CRPBRL,LNDBRLLR,2046,1,RE1,S22,RE1,0.0134
RE1,CRPBRL,LNDBRLLR,2047,1,RE1,S22,RE1,0.002
RE1,WTREVT,LNDBRLLR,2020,1,RE1,S22,RE1,0.3467
RE1,WTREVT,LNDBRLLR,2021,1,RE1,S22,RE1,0.3294
RE1,WTREVT,LNDBRLLR,2022,1,RE1,S22,RE1,0.3409
RE1,WTREVT,LNDBRLLR,2023,1,RE1,S22,RE1,0.3527
RE1,WTREVT,LNDBRLLR,2024,1,RE1,S22,RE1,0.3649
RE1,WTREVT,LNDBRLLR,2025,1,RE1,S22,RE1,0.3779
RE1,WTREVT,LNDBRLLR,2026,1,RE1,S22,RE1,0.3908
RE1,WTREVT,LNDBRLLR,2027,1,RE1,S22,RE1,0.403
RE1,WTREVT,LNDBRLLR,2028,1,RE1,S22,RE1,0.4133
RE1,WTREVT,LNDBRLLR,2029,1,RE1,S22,RE1,0.4239
RE1,WTREVT,LNDBRLLR,2030,1,RE1,S22,RE1,0.4298
RE1,WTREVT,LNDBRLLR,2031,1,RE1,S22,RE1,0.4316
RE1,WTREVT,LNDBRLLR,2032,1,RE1,S22,RE1,0.4268
RE1,WTREVT,LNDBRLLR,2033,1,RE1,S22,RE1,0.4121
RE1,WTREVT,LNDBRLLR,2034,1,RE1,S22,RE1,0.3944
RE1,WTREVT,LNDBRLLR,2035,1,RE1,S22,RE1,0.377
RE1,WTREVT,LNDBRLLR,2036,1,RE1,S22,RE1,0.3562
RE1,WTREVT,LNDBRLLR,2037,1,RE1,S22,RE1,0.3088
RE1,WTREVT,LNDBRLLR,2038,1,RE1,S22,RE1,0.2668
RE1,WTREVT,LNDBRLLR,2039,1,RE1,S22,RE1,0.2193
RE1,WTREVT,LNDBRLLR,2040,1,RE1,S22,RE1,0.1869
RE1,WTREVT,LNDBRLLR,2041,1,RE1,S22,RE1,0.1534
RE1,WTREVT,LNDBRLLR,2042,1,RE1,S22,RE1,0.1223
RE1,WTREVT,LNDBRLLR,2043,1,RE1,S22,RE1,0.0924
RE1,WTREVT,LNDBRLLR,2044,1,RE1,S22,RE1,0.062
RE1,WTREVT,LNDBRLLR,2045,1,RE1,S22,RE1,0.0365
RE1,WTREVT,LNDBRLLR,2046,1,RE1,S22,RE1,0.0157
RE1,WTREVT,LNDBRLLR,2047,1,RE1,S22,RE1,0.0023
RE1,WTRGWT,LNDBRLLR,2020,1,RE1,S22,RE1,0.0281
RE1,WTRGWT,LNDBRLLR,2021,1,RE1,S22,RE1,0.0267
RE1,WTRGWT,LNDBRLLR,2022,1,RE1,S22,RE1,0.0276
RE1,WTRGWT,LNDBRLLR,2023,1,RE1,S22,RE1,0.0285
RE1,WTRGWT,LNDBRLLR,2024,1,RE1,S22,RE1,0.0295
RE1,WTRGWT,LNDBRLLR,2025,1,RE1,S22,RE1,0.0306
RE1,WTRGWT,LNDBRLLR,2026,1,RE1,S22,RE1,0.0316
RE1,WTRGWT,LNDBRLLR,2027,1,RE1,S22,RE1,0.0326
RE1,WTRGWT,LNDBRLLR,2028,1,RE1,S22,RE1,0.0334
RE1,WTRGWT,LNDBRLLR,2029,1,RE1,S22,RE1,0.0343
RE1,WTRGWT,LNDBRLLR,2030,1,RE1,S22,RE1,0.0348
